clue	inflected stimulus	stimulus
estoy a punto de ? mi solicitud de empleo	mandar	mandar
Seguramente tu madre te ? hacer recados muchas veces.	mande	mandar
Visitas la oficina de correos para ? una carta postal.	mandar	mandar
Si vas al ejercito, prepárate porque te van a ? todo el día	mandar	mandar
Vas a ? un comprobante de domicilio.	necesitar	necesitar
No puedes con eso sólo, vas a ? mi ayuda.	necesitar	necesitar
Voy a ? ayuda cargando estos libros pesados.	necesitar	necesitar
cuando alguien quiere algo con muchas ganas, puede llegar a...?	necesitar	necesitar
el cuerpo va a ? vitaminas y minerales	necesitar	necesitar
Voy a ? un lápiz para tomar el examen.	necesitar	necesitar
? beber agua cada dia para no morir.	Necesitas	necesitar
? Tener necesidad de una persona o cosa.	necesitar	necesitar
Por  ? una mayor presupuesto, su proyecto no pasó a la siguiente ronda de evaluación.	necesitar	necesitar
Voy a ? veinte dolares a mi amigo para comprar una camisa nueva.	pedir	pedir
Te quiero ? prestado tu coche.	pedir	pedir
Cuando no puedas hacerlo sólo, debes ? ayuda.	pedir	pedir
Voy a ? permiso para poder perder un día de trabajo.	pedir	pedir
antes de dar, se tiene que?	pedir	pedir
en el restaurante al mozo hay que ? las bebidas	pedir	pedir
Siempre se puede ? ayuda cuando uno no sabe sobre algo.	pedir	pedir
Cuando ? algo a un amigo, te lo dá.	pides	pedir
Los niños quieren a ? dulces , los hombres no quieren que ? direcciones.	pedir	pedir
No se ? fumar en el cine.	permite	permitir
No voy a ? que fumes dentro de la casa.	permitir	permitir
Le vas a ? ir a la fiesta quieras o no.	permitir	permitir
La policía no puede ? que los ladrones sigan causando molestia.	permitir	permitir
?palabra para decir dejar a alguien hacer algo	permitir	permitir
No se puede ? que menores beban alcohol.	permitir	permitir
No puedo ? que hagas esas cosas dentro de la casa! No tienes permiso.	Permitir	permitir
? Autorizar.	Permitir	permitir
Eso es peligroso, debes ? su uso.	prohibir	prohibir
Tengo que ? que mires a ese muchacho peligroso, dijo el papa a su hija.	prohibir	prohibir
en la ciudad van a ? fumar en lugares públicos	prohibir	prohibir
si sigues con ese comportamiento van a ? los celulares en clase.	prohibir	prohibir
No te puedo ? hacer eso, pero te puedo decir que es una mala decisión.	prohibir	prohibir
En un examen está ? copiar.	prohibido	prohibir
Mi mamá nos ? jugar fútbol dentro de la casa.	prohibe / prohibió	prohibir
Queda ? pisar el césped.	Prohibido	prohibir
Por ? la entrada a parejas del mismo sexo, mucha gente dejo de venir.	prohibir	prohibir
Voy a ? una hamburguesa con papas.	querer	querer
Tu siempre me haz querido, por eso es que yo siempre te voy a ?	querer	querer
El niño ? un helado.	quiere	querer
Hay veces en que ? no es suficiente, también hay que amar.	querer	querer
antes de amar, se debe...?	querer	querer
todos los niños van a ? comer la torta	querer	querer
Que vas a ? de comer hoy, le pregunto la mama.	querer	querer
Si ? a una persona, es practicamente lo mismo que amarla.	quieres	querer
No se olvide de hacer esto? antes de soplar las velas de cumpleaños	Humana está nunca dejar de hacer una nueva?	querer
Te voy a ? un buen especialista para tu enfermedad.	recomendar	recomendar
Estas muy gorda te voy a ? una dieta.	recomendar	recomendar
Te voy a ? un producto que es maravillosa en tu pelo y tu piel.	recomendar	recomendar
El mesero nos va a ? los mejores platos del lugar.	recomendar	recomendar
crees que me puedas ? una buena pelicula para ver este verano?	recomendar	recomendar
Te voy a ? un nuevo medicamento, dijo el doctor.	recomendar	recomendar
Todo el mundo hace? a otros, cuando están satisfechos con los servicios, productos, etc que estaban usando	?Voy a hacer que todos positivos para comprar cualquier cosa, sobre todo si la consiguieron de sus queridos amigos	recomendar
Yo no ? que leas ese libro porque a mí no me gustó.	recomiendo	recomendar
Para esa congestión te voy a ? que tomes jugo de limón.	recomendar	recomendar
Yo te ? pedir galletas de chocolate, las de vainilla no están buenas.	Recomiendo	recomendar
Esto puede ? de mas dedicación.	requerir	requerir
Si vas a ? de ayuda es mejor que la pidas.	requerir	requerir
Cuando te falten algunas cosas, debes ? de algo más para lograr tus metas.	requerir	requerir
Es la acción de pedir o solicitar algo a alguien: ?	Es la acción de pedir o solicitar algo a alguien: requerir.	requerir
en los hospitales siempre van a ? sangre de donación.	requerir	requerir
Voy a ? de sus documentos porfavor.	requerir	requerir
? es practicamente lo mismo que necesitar.	Requerir	requerir
Este trabajo ? de experiencia en ventas.	requiere	requerir
Para ? un aumento de sueldo, tenían que hacer méritos	requerir	requerir
Para rebajar, te voy a ? que comes menos y haces ejercicio.	sugerir	sugerir
Te voy a ? una dieta para bajar de peso.	sugerir	sugerir
Cuando te pones falda se te ven las piernas muy flacas, te voy a ? ponerte pantalones largos.	sugerir	sugerir
una cosa es obligar a alguien a hacer algo, otra cosa es...?	sugerir	sugerir
En la radio van a ? las canciones a escuchar.	sugerir	sugerir
?Estoy acostumbrado a un nuevo examen	usted me? puede dar o se obtendrá de los demás me?	sugerir
? insinuar sutilmente una idea a otra persona	sugerir	sugerir
Si me permiten ? un plato, les aconsejo la ensalada	sugerir	sugerir
? invitar a más personas no fue un buen consejo	sugerir	sugerir
El carro de color negro es el  ?.	mio	mío/mía/míos/mías
No vayas a comerte lo ? mejor cómete lo tuyo.	mío	mío/mía/míos/mías
Tu eres mí hijo único, por eso cuando yo muera todo lo ? será tuyo, cuando tu madre tampoco este en este mundo.	mío	mío/mía/míos/mías
Estos calcetines son ?	Estos calcetines son míos.	mío/mía/míos/mías
las cosas que me regalaron ahora son ?	mías	mío/mía/míos/mías
Si es ? , me pertenece.	mío	mío/mía/míos/mías
La culpa es ?, no debí dejarlo solo.	mía	mío/mía/míos/mías
Sin duda, ?, fue el mejor ensayo sobre el libro.	mío	mío/mía/míos/mías
Cuando nos casemos lo ? será mío.	tuyo	tuyo/tuya/tuyos/tuyas
Hijo te quiero decir que todo lo mio es ?.	tuyo	tuyo/tuya/tuyos/tuyas
La tarea ? esta en tu pupitre.	tuya	tuyo/tuya/tuyos/tuyas
Todas estas monedas son ? si las quieres.	tuyas	tuyo/tuya/tuyos/tuyas
si te pertenece entonces es ?	tuyo	tuyo/tuya/tuyos/tuyas
Lo que es mío, no es ?.	tuyo	tuyo/tuya/tuyos/tuyas
indica posesión y no es mio sino ...?	tuyo/tuya/tuyos/tuyas	tuyo/tuya/tuyos/tuyas
Mi bolígrafo no funciona, déjame el ?	tuyo	tuyo/tuya/tuyos/tuyas
Las fresas son mías, las manzanas son ? , yo te las traje.	Tuyas	tuyo/tuya/tuyos/tuyas
Para incluir los ?, debemos descartar otros cuentos de la muestra para el festival.	tuyos	tuyo/tuya/tuyos/tuyas
Estos perros son ? mejor ni los toques porque te pueden morder.	suyos	suyo/suya/suyos/suyas
Ese trabajo es ?	suyo	suyo/suya/suyos/suyas
¿Son tuyas estas llaves? No, estas llaves son ?	¿Son tuyas estas llaves? No, estas llaves son suyas.	suyo/suya/suyos/suyas
el rey pensaba que la gente era ?	suya	suyo/suya/suyos/suyas
Creo que esto es ?, se caigo de su cartera.	suyo	suyo/suya/suyos/suyas
?  Las cosas de el o ella.	suyo/suya/suyos/suyas	suyo/suya/suyos/suyas
Todos estos son primos ?	suyos	suyo/suya/suyos/suyas
Sandra me pregunta por el color de nuestros ojos y le contesto que los míos son color aceituna y los ? son más oscuros.	suyos	suyo/suya/suyos/suyas
Las ? fueron las mejores propuestas presentadas al comité.	suyas	suyo/suya/suyos/suyas
Yo soy tuyo/tuya, tu eres suyo/suya, ellos son ?, en singular y plural.	suyo/suya/suyos/suyas	suyo/suya/suyos/suyas
? maestros se sienten orgullosos de nosotros cuando nos graduamos.	nuestros	nuestro/nuestra/nuestros/nuestras
? hijos han crecido mucho a lo largo de los años.	Nuestros	nuestro/nuestra/nuestros/nuestras
Fuimos seleccionados para ? primer trabajo social.	nuestro	nuestro/nuestra/nuestros/nuestras
? amor es especial, le dijo el muchacho a su novia.	Nuestro	nuestro/nuestra/nuestros/nuestras
Eres bienvenido a ? hogar.	nuestro	nuestro/nuestra/nuestros/nuestras
Cuando paguemos todas las cuotas, la casa será ?	nuestra	nuestro/nuestra/nuestros/nuestras
es la forma de decir que algo es de nosotros en femenino y masculino: ?	nuestro/nuestra/nuestros/nuestras	nuestro/nuestra/nuestros/nuestras
?  Lo que nosotros poseemos.	nuestro/nuestra/nuestros/nuestras	nuestro/nuestra/nuestros/nuestras
? casa es la mas bonita del barrio.	vuestra	vuestro/vuestra/vuestros/vuestras
? propósitos de año nuevo son cada vez más inverosímiles.	Vuestros	vuestro/vuestra/vuestros/vuestras
Ese trabajo es ?, puede empezar cuando quiera.	vuestro	vuestro/vuestra/vuestros/vuestras
Cuando es ? no es de él ni de ella, ni de ellos.	vuestro	vuestro/vuestra/vuestros/vuestras
?cuando algo es de uno es	vuestro	vuestro/vuestra/vuestros/vuestras
vosotros vivís en ? país	vuestro	vuestro/vuestra/vuestros/vuestras
? significa que os pertenece a vosotros.	Vuestro	vuestro/vuestra/vuestros/vuestras
? Que os pertenece	vuestro/vuestra/vuestros/vuestras	vuestro/vuestra/vuestros/vuestras
? informe es excelente, demuestra que sabes lo que haces.	vuestro	vuestro/vuestra/vuestros/vuestras
Hace mucho frío ? ir a la playa.	para	para
Algunas cosas son para bien y otras simplemente ? mal.	para	para
el prefijo ? delante significa que protege como en paracaídas	para	para
¿qué dijo la policía de tránsito a los niños que querían cruzar la calle contra  la luz?	Para	para
? indica en dirección a.	Para	para
Estas rosas son ? mi novia	para	para
los pies son ? caminar.	para	para
Este paquete no es ? mí, la etiqueta dice otro nombre.	Para	para
Teníamos que haber invertido el doble ? obtener ganancias.	para	para
Las naranjas las venden ? el kilo.	por	por
Voy a necesitar que pases ? leche a la tienda.	por	por
Si no lo quieres hacer por nadie, pues por lo menos hazlo ? mí.	por	por
No quiero dormir, ? eso estoy cansada.	por	por
? se dice cuando pides _ alguien	por	por
Diez ? cuatro es el tamaño del cuarto.	por	por
? preposición que indica proporción o distribución	por	por
Ocho ? cinco es igual a cuarenta.	Por	por
? cuarta vez ganó la competencia.	por	por
Dentro del torneo hay diferentes categorías, ? la juvenil que va de 5 a 12 años de edad.	por ejemplo	por ejemplo
Haz bien todas las cosas ? a los demás.	por ejemplo	por ejemplo
Hay pájaros que no vuelan, el pingüino ?.	por ejemplo	por ejemplo
Los artistas pueden pintar todo tipo de estilo, ? retratos, murales y dibujos.	por ejemplo	por ejemplo
? treinta es un múltiplo de cinco	por ejemplo	por ejemplo
y si ? nosotros nos vamos primero en lugar de ustedes?	por ejemplo	por ejemplo
Aquí hay animales salvajes, ?, el oso.	Por ejemplo	por ejemplo
Llevaron todo lo que necesitaban para el campamento, como  ?, agua potable.	por ejemplo	por ejemplo
Y ? yo nunca salgo con desconocidos.	por eso	por eso
Ana faltó dos días al trabajo y ? la cancelaron.	por eso	por eso
? es que tienes que obedecer a tu mama.	Por eso	por eso
Yo quiero ser doctora, ? estudio tanto.	por eso	por eso
era muy linda y ? ganó el concurso de belleza	por eso	por eso
La tierra gira alrededor de su propio eje, ? existe el día y la noche.	por eso	por eso
No termine mi tarea temprano, ? ahora no puedo salir.	por eso	por eso
?Soy una palabra que se usa para la conclusión de un tema	y la palabra comienza con P y termina con o	por eso
? como resultado de algo	por eso	por eso
Me gusta curar y ayudar a la gente ? estudié medicina.	por eso	por eso
Mi tía me dijo que ? sacara a pasear su perrito.	por favor	por favor
Te pido ? que guardes tus cosas en su lugar.	por favor	por favor
Llévame a casa ?, que te lo voy a agradecer mucho.	por favor	por favor
?, ayudame a cargar las bolsas.	Por favor	por favor
Las cosas que se piden ? se piden con educación.	por favor	por favor
cuales son las palabras mágicas cuando pides algo?	por favor	por favor
Una persona educada dice ? y gracias.	por favor	por favor
Es importante decir ? y gracias.	por favor	por favor
? fórmula social que usas antes de pedir algo.	por favor	por favor
Ya ? vamos a salir de vacaciones.	por fin	por fin
Llegó la fecha de pago, ? voy a cobrar.	por fin	por fin
? logré lo que quería!	por fin	por fin
? encontré el amor de mi vida	por fin	por fin
? encontre el control remoto despues de tanto buscarlo.	por fin	por fin
Si esperas algo mucho tiempo y lo consigues, sueles decir ? .	por fin	por fin
Después de cinco horas en el coche, ? llegamos al hotel.	por fin	por fin
? Al fin	por fin	por fin
Cuando una cosa cuesta mucho de conseguir, exclamamos ?	por fin	por fin
? esa lluvia refresco el día.	por lo menos	por lo menos
Así ? ya tenemos idea de qué esperar.	por lo menos	por lo menos
Se le preparó tanta comida y no le gustó, pero ? comió algo.	por lo menos	por lo menos
cuando hablas con la gente, otra forma de decir ""lo mínimo"" es...?	por lo menos	por lo menos
la gente no pide mucho pero ? quiere algo decente	por lo menos	por lo menos
? deberias de limpiar el desorden quehiciste	por lo menos	por lo menos
Se dañó el carro, pero ? No está lloviendo.	Por lo menos	por lo menos
? pudimos entregar el trabajo a tiempo.	por lo menos	por lo menos
Pero ? que estás invitada a la inauguración.	por supuesto	por supuesto
Cuando te toque cobrar tu quincena ? que te pagaré.	por supuesto	por supuesto
Si tienes hambre y te preguntan que si quieres comida, tu respuesta es; ? que si.	por supuesto	por supuesto
Si estas de acuerdo con una idea, dices ?	por supuesto	por supuesto
es natural, es obvio es ?	por supuesto	por supuesto
? que puedes quedarte a dormir en mi casa, eres bienvenido siempre.	por supuesto	por supuesto
? Sin duda.	por supuesto	por supuesto
Tenían que ganar y ganaron ?	por supuesto	por supuesto
